transaction_id,merchant_id,user_id,amount,category,payment_method,account_age_days,historical_return_rate,past_chargebacks,address_changed_hours,device_trust_score,promo_code_used,ip_country_match,is_vpn_or_proxy,same_device_account_count,velocity_1h_count,login_to_checkout_minutes,is_disposable_email,card_bin_country_match,upi_collect_prompted,delivery_dropzone_risk,device_hash,vpa,delivery_address,scam_type,is_fraud
txn_rzp_000029,mch_fashion_hub,usr_16118,7826.16,DIGITAL_VOUCHER,UPI_COLLECT,350,0.1733411144485993,0,6.9,93.6635953770857,0,0,1,2,2,17.3,0,1,1,0.38,dev_hash_89457,user_623@okhdfcbank,"House No 60, Bengaluru",CLEAN,0
txn_rzp_000030,mch_hyper_grocery,usr_25914,7002.46,DIGITAL_VOUCHER,UPI_INTENT,69,0.14573745495273632,0,6.9,92.66660310340697,0,1,0,1,2,30.7,0,1,0,0.04,dev_hash_53279,user_738@okhdfcbank,"House No 161, Bengaluru",CLEAN,0
txn_rzp_000031,mch_fashion_hub,usr_95339,5588.27,DIGITAL_VOUCHER,NETBANKING,24,0.3124068847318315,0,86.9,100.0,0,1,0,2,3,3.4,0,1,0,0.32,dev_hash_59695,user_793@okhdfcbank,"House No 384, Bengaluru",CLEAN,0
txn_rzp_000032,mch_hyper_grocery,usr_75593,14806.27,DIGITAL_VOUCHER,DEBIT_CARD,93,0.19720524636156547,0,39.7,76.58484557261045,0,1,0,2,3,106.6,0,1,0,0.03,dev_hash_67905,user_552@okhdfcbank,"House No 346, Bengaluru",CLEAN,0
txn_rzp_000033,mch_luxe_jewels,usr_97463,5364.74,LUXURY_FASHION,COD,25,0.08995940354408777,1,33.8,92.33380962342463,1,1,0,2,1,15.1,0,1,0,0.28,dev_hash_98184,user_417@okhdfcbank,"House No 116, Bengaluru",CLEAN,0
txn_rzp_000034,mch_gadget_bazar,usr_4201,56185.32,ELECTRONICS,UPI_COLLECT,696,0.08673832028920134,0,63.2,95.3483332173633,0,1,0,2,2,104.1,0,1,1,0.01,dev_hash_60328,user_606@okhdfcbank,"House No 205, Bengaluru",CLEAN,0
txn_rzp_000035,mch_fashion_hub,usr_99430,32132.16,ELECTRONICS,DEBIT_CARD,41,0.19090196514465443,2,308.4,51.03789880006374,1,1,0,2,1,53.9,0,1,0,0.1,dev_hash_25906,user_567@okhdfcbank,"House No 69, Bengaluru",CLEAN,0
txn_rzp_000036,mch_hyper_grocery,usr_74259,22147.67,JEWELRY,CREDIT_CARD,483,0.12437454030550495,0,3.3,100.0,0,1,0,2,3,1.2,0,1,0,0.08,dev_hash_72216,user_560@okhdfcbank,"House No 133, Bengaluru",CLEAN,0
txn_rzp_000037,mch_quick_vouchers,usr_69327,4854.08,FOOTWEAR,COD,369,0.11169535558083755,0,144.0,65.57929890136532,1,1,0,1,2,75.4,0,1,0,0.64,dev_hash_20561,user_241@okhdfcbank,"House No 78, Bengaluru",CLEAN,0
txn_rzp_000038,mch_gadget_bazar,usr_93591,42680.16,LUXURY_FASHION,UPI_INTENT,378,0.19359170476999704,0,18.7,77.7219282396593,0,1,0,1,1,50.1,0,1,0,0.24,dev_hash_86556,user_812@okhdfcbank,"House No 11, Bengaluru",CLEAN,0
txn_rzp_000039,mch_hyper_grocery,usr_50857,2673.49,FOOTWEAR,UPI_INTENT,295,0.09631121375018008,0,37.2,98.4519229828553,0,1,0,2,3,6.5,0,1,0,0.0,dev_hash_89069,user_325@okhdfcbank,"House No 250, Bengaluru",CLEAN,0
txn_rzp_000040,mch_luxe_jewels,usr_64654,26527.88,ELECTRONICS,DEBIT_CARD,29,0.23405506185895472,0,168.8,51.86016821723017,0,1,0,1,2,19.3,0,0,0,0.16,dev_hash_80008,user_127@okhdfcbank,"House No 465, Bengaluru",CLEAN,0
txn_rzp_000041,mch_hyper_grocery,usr_87900,83025.64,ELECTRONICS,UPI_INTENT,597,0.30095079018182336,0,281.8,92.74248687514122,0,1,0,1,2,30.5,0,1,0,0.14,dev_hash_52840,user_445@okhdfcbank,"House No 390, Bengaluru",CLEAN,0
txn_rzp_000042,mch_quick_vouchers,usr_99567,35136.1,FOOTWEAR,CREDIT_CARD,27,0.1902001126281731,1,163.5,64.96192341876231,0,0,1,1,2,28.9,0,1,0,0.23,dev_hash_95426,user_141@okhdfcbank,"House No 387, Bengaluru",CHARGEBACK_FRAUD,1
txn_rzp_000043,mch_gadget_bazar,usr_3671,32237.36,JEWELRY,UPI_COLLECT,38,0.08947249801453219,0,50.4,63.436122841290015,1,1,0,1,2,52.8,0,1,1,0.01,dev_hash_31992,user_720@okhdfcbank,"House No 311, Bengaluru",CLEAN,0
txn_rzp_000044,mch_fashion_hub,usr_22465,13166.89,DIGITAL_VOUCHER,UPI_INTENT,507,0.22667758361506612,0,16.9,70.07418043943117,0,1,0,2,2,20.8,0,1,0,0.24,dev_hash_87607,user_807@okhdfcbank,"House No 426, Bengaluru",CLEAN,0
txn_rzp_000045,mch_fashion_hub,usr_92382,11338.33,DIGITAL_VOUCHER,COD,7,0.2634286578755712,0,8.2,84.98000247269658,0,1,0,1,2,26.7,0,1,0,0.2,dev_hash_19038,user_618@okhdfcbank,"House No 332, Bengaluru",CLEAN,0
txn_rzp_000046,mch_luxe_jewels,usr_65251,9746.19,ELECTRONICS,DEBIT_CARD,77,0.07099046419058969,0,81.8,74.38737207723409,0,1,0,1,2,70.1,0,1,0,0.12,dev_hash_95256,user_376@okhdfcbank,"House No 316, Bengaluru",CLEAN,0
txn_rzp_000047,mch_hyper_grocery,usr_64372,3765.38,FOOTWEAR,DEBIT_CARD,113,0.0775959137475861,0,31.7,57.87520430457062,0,1,0,1,1,193.8,0,1,0,0.19,dev_hash_70910,user_683@okhdfcbank,"House No 313, Bengaluru",CLEAN,0
txn_rzp_000048,mch_quick_vouchers,usr_4761,1342.89,FOOTWEAR,CREDIT_CARD,35,0.1422369790362024,0,53.5,71.2772928106905,1,1,0,2,2,23.8,0,1,0,0.49,dev_hash_46211,user_669@okhdfcbank,"House No 6, Bengaluru",CLEAN,0
txn_rzp_000049,mch_gadget_bazar,usr_12221,39351.3,LUXURY_FASHION,COD,339,0.04546667724772786,0,61.0,64.35911608322319,0,1,0,2,3,14.8,0,1,0,0.29,dev_hash_12260,user_195@okhdfcbank,"House No 151, Bengaluru",CLEAN,0
txn_rzp_000050,mch_gadget_bazar,usr_41135,2611.91,GROCERY,NETBANKING,55,0.0843687737300034,0,47.2,92.76378103325816,0,1,0,2,2,34.2,0,1,0,0.02,dev_hash_42951,user_336@okhdfcbank,"House No 62, Bengaluru",CLEAN,0
txn_rzp_000051,mch_quick_vouchers,usr_16670,4951.31,GROCERY,NETBANKING,77,0.07247325659298534,0,45.9,61.92469032547811,0,1,0,2,2,23.9,0,0,0,0.08,dev_hash_78765,user_711@okhdfcbank,"House No 145, Bengaluru",CLEAN,0
txn_rzp_000052,mch_gadget_bazar,usr_39829,5792.84,LUXURY_FASHION,CREDIT_CARD,270,0.1471050747861828,0,12.9,81.81967136340769,1,1,0,2,1,8.1,0,1,0,0.24,dev_hash_26551,user_753@okhdfcbank,"House No 445, Bengaluru",CLEAN,0
txn_rzp_000053,mch_fashion_hub,usr_2607,84316.45,DIGITAL_VOUCHER,CREDIT_CARD,99,0.6098755053307796,0,99.1,28.1,1,1,0,17,2,31.4,0,1,0,0.06,dev_fingerprint_ring_2,scam_bot_5@okicici,"Drop Hub 103, Sector 62, Noida, UP",ABUSE_RING_SYBIL,1
txn_rzp_000054,mch_hyper_grocery,usr_40824,62308.71,ELECTRONICS,UPI_COLLECT,24,0.3507758720460745,0,69.7,98.30006469131087,1,1,0,1,3,34.3,0,1,1,0.38,dev_hash_48974,user_980@okhdfcbank,"House No 302, Bengaluru",CLEAN,0
txn_rzp_000055,mch_quick_vouchers,usr_75531,29618.56,JEWELRY,UPI_INTENT,272,0.11594604236870024,0,124.0,86.43255168075075,0,1,0,1,3,5.3,0,1,0,0.31,dev_hash_30585,user_345@okhdfcbank,"House No 89, Bengaluru",CLEAN,0
txn_rzp_000056,mch_gadget_bazar,usr_1350,877.1,FOOTWEAR,DEBIT_CARD,52,0.0369600513390797,0,20.9,100.0,0,1,1,2,3,19.1,0,1,0,0.04,dev_hash_19329,user_803@okhdfcbank,"House No 120, Bengaluru",CLEAN,0
txn_rzp_000057,mch_hyper_grocery,usr_87662,22404.24,LUXURY_FASHION,DEBIT_CARD,588,0.22114698909329902,0,148.1,100.0,1,1,0,2,1,121.0,0,1,0,0.13,dev_hash_50319,user_709@okhdfcbank,"House No 384, Bengaluru",CLEAN,0
txn_rzp_000058,mch_quick_vouchers,usr_58560,21270.9,ELECTRONICS,DEBIT_CARD,171,0.09897292712631342,0,43.2,71.82054917710104,0,1,0,2,2,5.4,0,1,0,0.25,dev_hash_66626,user_852@okhdfcbank,"House No 166, Bengaluru",CLEAN,0
txn_rzp_000059,mch_fashion_hub,usr_12970,5299.99,LUXURY_FASHION,COD,81,0.15108726502129857,0,30.7,42.86820201634991,0,1,0,2,3,60.2,1,1,0,0.13,dev_hash_71669,user_631@okhdfcbank,"House No 334, Bengaluru",CLEAN,0
txn_rzp_000060,mch_quick_vouchers,usr_24788,23345.67,JEWELRY,DEBIT_CARD,137,0.024883842656313583,0,0.9,91.1393018370147,0,1,0,2,2,49.0,0,1,0,0.06,dev_hash_31079,user_437@okhdfcbank,"House No 211, Bengaluru",CLEAN,0
txn_rzp_000061,mch_quick_vouchers,usr_87846,2585.65,FOOTWEAR,NETBANKING,180,0.14902975932423354,0,15.2,90.7884874999484,1,1,0,1,2,1.7,0,1,0,0.16,dev_hash_10150,user_773@okhdfcbank,"House No 446, Bengaluru",CLEAN,0
txn_rzp_000062,mch_luxe_jewels,usr_8104,22038.13,LUXURY_FASHION,NETBANKING,148,0.09929395851754809,0,142.5,46.82575628146961,0,1,0,1,1,131.4,0,1,0,0.07,dev_hash_47752,user_548@okhdfcbank,"House No 451, Bengaluru",CLEAN,0
txn_rzp_000063,mch_fashion_hub,usr_4783,45806.19,GROCERY,NETBANKING,1152,0.03136864024980458,0,0.2,80.47973815243452,0,1,1,1,3,0.7,0,1,0,0.03,dev_hash_24871,user_572@okhdfcbank,"House No 485, Bengaluru",ACCOUNT_TAKEOVER,1
txn_rzp_000064,mch_gadget_bazar,usr_66323,3652.99,GROCERY,CREDIT_CARD,387,0.11886282195009365,0,163.2,63.88657017109982,0,1,0,2,1,0.6,0,1,0,0.02,dev_hash_34983,user_713@okhdfcbank,"House No 261, Bengaluru",CLEAN,0
txn_rzp_000065,mch_gadget_bazar,usr_10150,13443.74,DIGITAL_VOUCHER,DEBIT_CARD,340,0.04391059526683354,0,70.5,57.46461925818305,0,1,0,1,2,23.7,0,1,0,0.31,dev_hash_86011,user_775@okhdfcbank,"House No 251, Bengaluru",CLEAN,0
txn_rzp_000066,mch_luxe_jewels,usr_71592,3853.49,FOOTWEAR,CREDIT_CARD,30,0.05913240267605003,0,1.6,79.50466798981482,0,1,0,2,1,14.1,0,1,0,0.25,dev_hash_60196,user_339@okhdfcbank,"House No 439, Bengaluru",CLEAN,0
txn_rzp_000067,mch_fashion_hub,usr_42704,38897.57,GROCERY,DEBIT_CARD,1165,0.2569942357987604,0,0.1,67.547124393563,0,1,1,1,2,0.7,0,1,0,0.03,dev_hash_87356,user_439@okhdfcbank,"House No 446, Bengaluru",ACCOUNT_TAKEOVER,1
txn_rzp_000068,mch_luxe_jewels,usr_14069,86301.62,JEWELRY,DEBIT_CARD,414,0.13814064503410073,0,39.1,96.2299210402901,1,1,0,1,1,21.7,0,0,0,0.16,dev_hash_54375,user_738@okhdfcbank,"House No 355, Bengaluru",CLEAN,0
txn_rzp_000069,mch_fashion_hub,usr_44065,1339.94,GROCERY,NETBANKING,98,0.10401520783828908,0,46.5,65.8595553781717,0,1,0,2,3,49.0,1,1,0,0.48,dev_hash_92727,user_800@okhdfcbank,"House No 472, Bengaluru",CLEAN,0
txn_rzp_000070,mch_gadget_bazar,usr_98880,30816.97,ELECTRONICS,DEBIT_CARD,180,0.10893307525891167,0,8.1,78.4630416044056,0,1,0,1,2,3.5,0,1,0,0.11,dev_hash_13794,user_147@okhdfcbank,"House No 167, Bengaluru",CLEAN,0
txn_rzp_000071,mch_quick_vouchers,usr_47984,4072.83,DIGITAL_VOUCHER,DEBIT_CARD,341,0.18157152249786565,0,6.9,94.87172011751632,1,1,0,1,1,112.2,0,1,0,0.03,dev_hash_60140,user_734@okhdfcbank,"House No 350, Bengaluru",CLEAN,0
txn_rzp_000072,mch_hyper_grocery,usr_19758,25759.84,LUXURY_FASHION,DEBIT_CARD,412,0.17470614206357565,0,20.7,97.29249160887395,0,1,0,2,2,30.2,0,1,0,0.04,dev_hash_67898,user_453@okhdfcbank,"House No 301, Bengaluru",CLEAN,0
txn_rzp_000073,mch_luxe_jewels,usr_91480,10612.59,DIGITAL_VOUCHER,DEBIT_CARD,70,0.10492679745513783,0,127.1,78.71334762065612,0,1,0,2,1,1.7,0,1,0,0.19,dev_hash_85341,user_402@okhdfcbank,"House No 359, Bengaluru",CLEAN,0
txn_rzp_000074,mch_luxe_jewels,usr_36976,68577.12,ELECTRONICS,NETBANKING,83,0.10761866745606395,0,27.6,72.9643030676132,0,1,0,2,2,44.2,0,1,0,0.48,dev_hash_56179,user_324@okhdfcbank,"House No 326, Bengaluru",CLEAN,0
txn_rzp_000075,mch_quick_vouchers,usr_89835,4369.98,GROCERY,UPI_COLLECT,4,0.16360930900589685,3,31.1,39.6,0,1,0,1,2,65.6,0,1,1,0.04,dev_hash_57823,razorpay_verify_402@paytm,"House No 68, Bengaluru",UPI_COLLECT_SPOOF,1
txn_rzp_000076,mch_quick_vouchers,usr_98973,3876.13,FOOTWEAR,UPI_COLLECT,108,0.12942806642577614,0,24.4,92.69852707168566,1,1,0,2,3,15.8,0,1,1,0.05,dev_hash_31567,user_363@okhdfcbank,"House No 468, Bengaluru",CLEAN,0
txn_rzp_000077,mch_luxe_jewels,usr_39684,3446.29,GROCERY,CREDIT_CARD,49,0.11822676725822592,0,68.4,76.57617849239186,0,1,0,1,3,8.2,0,0,0,0.38,dev_hash_83048,user_474@okhdfcbank,"House No 47, Bengaluru",CLEAN,0
txn_rzp_000078,mch_fashion_hub,usr_35663,28068.27,JEWELRY,UPI_INTENT,38,0.29735523611521886,0,250.4,70.03407205722746,0,1,0,2,3,96.9,0,1,0,0.24,dev_hash_40647,user_582@okhdfcbank,"House No 13, Bengaluru",CLEAN,0
txn_rzp_000079,mch_hyper_grocery,usr_43992,54224.75,JEWELRY,UPI_COLLECT,540,0.073346325721033,0,0.7,55.74809416004429,0,1,1,2,3,0.4,0,1,1,0.05,dev_hash_14877,user_411@okhdfcbank,"House No 253, Bengaluru",ACCOUNT_TAKEOVER,1
txn_rzp_000080,mch_hyper_grocery,usr_18781,1409.81,FOOTWEAR,DEBIT_CARD,257,0.30486270697810164,0,47.2,83.58060722622237,0,0,0,2,3,40.4,0,1,0,0.18,dev_hash_64379,user_770@okhdfcbank,"House No 51, Bengaluru",CLEAN,0
txn_rzp_000081,mch_hyper_grocery,usr_54492,4371.91,DIGITAL_VOUCHER,UPI_INTENT,421,0.02956568529550622,0,130.6,27.6,1,1,0,18,2,53.8,0,1,0,0.12,dev_fingerprint_ring_9,scam_bot_7@okicici,"Drop Hub 102, Sector 62, Noida, UP",ABUSE_RING_SYBIL,1
txn_rzp_000082,mch_luxe_jewels,usr_13015,4378.44,GROCERY,UPI_COLLECT,5,0.23174964007595955,0,122.7,66.66305620353174,0,1,1,2,1,80.3,0,1,1,0.12,dev_hash_36896,user_170@okhdfcbank,"House No 425, Bengaluru",CLEAN,0
txn_rzp_000083,mch_gadget_bazar,usr_77858,13911.75,LUXURY_FASHION,UPI_COLLECT,201,0.15100037250175,0,237.4,83.50640524262302,0,1,0,1,2,18.8,0,1,1,0.17,dev_hash_27038,user_653@okhdfcbank,"House No 129, Bengaluru",CLEAN,0
txn_rzp_000084,mch_fashion_hub,usr_87646,34183.83,ELECTRONICS,UPI_COLLECT,246,0.312332259136516,0,147.8,95.44023937701168,1,1,0,2,1,163.4,0,1,1,0.49,dev_hash_65176,user_638@okhdfcbank,"House No 59, Bengaluru",CLEAN,0
txn_rzp_000085,mch_luxe_jewels,usr_59756,856.51,DIGITAL_VOUCHER,NETBANKING,4,0.11201033169609788,0,23.0,78.9479958228322,0,1,0,1,3,263.3,0,1,0,0.18,dev_hash_78347,user_408@okhdfcbank,"House No 235, Bengaluru",CLEAN,0
txn_rzp_000086,mch_fashion_hub,usr_8972,3514.36,FOOTWEAR,DEBIT_CARD,49,0.08076366898310437,1,11.8,100.0,0,1,0,2,1,25.5,0,1,0,0.23,dev_hash_29442,user_167@okhdfcbank,"House No 65, Bengaluru",CLEAN,0
txn_rzp_000087,mch_hyper_grocery,usr_72874,1479.94,GROCERY,CREDIT_CARD,826,0.04757049078635829,0,75.9,85.63288634422875,0,1,0,2,1,20.7,0,1,0,0.25,dev_hash_95814,user_766@okhdfcbank,"House No 450, Bengaluru",CLEAN,0
txn_rzp_000088,mch_gadget_bazar,usr_57370,4362.82,FOOTWEAR,UPI_COLLECT,299,0.11191756643862512,0,2.4,89.72022923439206,0,1,0,1,2,114.1,0,1,1,0.18,dev_hash_59060,user_256@okhdfcbank,"House No 352, Bengaluru",CLEAN,0
txn_rzp_000089,mch_fashion_hub,usr_12957,710.24,ELECTRONICS,CREDIT_CARD,231,0.3175511309163178,0,22.6,57.10759836611123,0,1,0,1,19,71.9,0,0,0,0.08,dev_hash_83620,user_437@okhdfcbank,"House No 344, Bengaluru",CARDING_VELOCITY,1
txn_rzp_000090,mch_luxe_jewels,usr_95510,49754.68,ELECTRONICS,CREDIT_CARD,183,0.10178978526855575,0,47.2,86.80732098855944,0,1,0,1,1,5.0,0,1,0,0.02,dev_hash_24184,user_458@okhdfcbank,"House No 433, Bengaluru",CLEAN,0
txn_rzp_000091,mch_fashion_hub,usr_37512,56689.44,JEWELRY,UPI_COLLECT,1,0.17232019670438262,0,5.9,80.60256373068701,0,1,0,1,3,22.8,0,1,1,0.01,dev_hash_45054,user_129@okhdfcbank,"House No 93, Bengaluru",CLEAN,0
txn_rzp_000092,mch_quick_vouchers,usr_45541,3402.18,DIGITAL_VOUCHER,UPI_INTENT,36,0.1408295100091227,1,3.8,94.7941389266043,1,1,0,1,1,35.1,0,0,0,0.18,dev_hash_22026,user_864@okhdfcbank,"House No 272, Bengaluru",CLEAN,0
txn_rzp_000093,mch_luxe_jewels,usr_60460,5422.03,DIGITAL_VOUCHER,UPI_COLLECT,337,0.205672271092216,0,74.3,95.20232753598131,0,1,0,1,1,33.6,0,1,1,0.28,dev_hash_16522,user_790@okhdfcbank,"House No 42, Bengaluru",CLEAN,0
txn_rzp_000094,mch_luxe_jewels,usr_64656,27071.62,JEWELRY,DEBIT_CARD,744,0.07235615803474241,0,58.4,70.82079993698274,0,1,0,2,2,57.2,0,1,0,0.09,dev_hash_87743,user_598@okhdfcbank,"House No 270, Bengaluru",CLEAN,0
txn_rzp_000095,mch_fashion_hub,usr_29903,500.16,FOOTWEAR,NETBANKING,6,0.14537458577676812,0,39.9,78.22826513470886,1,1,0,1,2,19.1,0,1,0,0.08,dev_hash_75193,user_864@okhdfcbank,"House No 221, Bengaluru",CLEAN,0
txn_rzp_000096,mch_luxe_jewels,usr_70806,3667.5,DIGITAL_VOUCHER,UPI_COLLECT,133,0.2729509117618967,0,175.3,24.3,1,1,0,14,2,10.6,0,1,1,0.1,dev_fingerprint_ring_11,scam_bot_19@okicici,"Drop Hub 107, Sector 62, Noida, UP",ABUSE_RING_SYBIL,1
